profile_name,zstar,Csurf,Cmin,Zmin,Cdeep,r2,rmse,pcterr,npoints,Cmeasure
94P0007,12.332760251106926,0.032484548908289425,0.007562,30.573131337838795,0.0029705927709385628,0.9387474029261377,0.005490768475876405,-0.1375839119072256,3.0,soc [oc*bd_samp]
94P0011,17.27472262077994,0.039032,0.01098,19.56154288247253,0.012578666672340028,0.9908059960146646,0.0022200906888383337,0.006373967496740532,5.0,soc [oc*bd_samp]
94P0013,107.83506260388114,0.04318975335127245,0.013911999999999999,93.83685274650195,0.018091000017078144,0.8939149880508762,0.00883935623681066,0.019226631203313083,8.0,soc [c_tot*bd_whole]
94P0015,-2219.6436874752853,0.04447414178356251,0.016205999999999998,-623.4430734315192,0.03358342503416203,,0.046143013837903556,0.21610547340595376,8.0,soc [c_tot*bd_samp]
94P0017,21.11935414964902,0.04056552870746108,0.010265999999999999,42.13684153422569,0.006553152595353776,0.9455938912953363,0.006259087416372626,-0.05870075783811979,4.0,soc [c_tot*bd_samp]
94P0018,75.90836321281915,0.07807146062233186,0.01575,130.47244161946037,0.020366657200663593,0.9223849644420263,0.01643057754174404,0.09073907165353298,7.0,soc [c_tot*bd_samp]
94P0019,38.41113243737635,0.048029600620301365,0.005688,78.74335568154258,0.006183000017426458,0.8876420157452755,0.013964466105221103,0.09375785766512519,7.0,soc [c_tot*bd_samp]
94P0076,9.23354664580655,0.07245180966168648,0.005919999999999999,39.8012064489536,0.001005054869572627,0.9947362878628011,0.004993986094598035,-0.2578797694283022,3.0,soc [oc*bd_whole]
94P0077,9.788737717995465,0.06325130041761548,0.00546,54.635963685834525,0.0007432173194169323,0.993695921439803,0.004783085352129249,-0.26440078235095127,3.0,soc [oc*bd_whole]
94P0078,29.02938137831881,0.027710000000000002,0.006216,43.38925099759586,0.006216,1.0,0.0,0.0,3.0,soc [oc*bd_whole]
94P0090,61.626218761512746,0.016576647579607428,0.00058,206.6155860777526,0.000580000000000026,0.9957597573009347,0.0009018158449707588,0.024696528119067435,6.0,soc [oc*bd_whole]
94P0091,40.02778320349785,0.02264190017926677,0.00087,117.17154062416895,0.001212333333691692,0.9969293522371574,0.0011576848499203656,0.025899527341837935,8.0,soc [oc*bd_whole]
