profile_name,zstar,Csurf,Cmin,Zmin,Cdeep,r2,rmse,pcterr,npoints,Cmeasure
KZP 1D 4,29.995526912845513,2.07,0.44,43.220509590092675,0.49,0.9970147471490834,0.07071067811865477,0.0052609427609427335,4.0,OC
KZP 20C 4,44.67188457845097,2.6794771038319425,0.39,86.09300526645796,0.3900000000000022,0.9999991314092612,0.0018428324661043812,-0.000648651406177864,4.0,OC
KZP 4B 4,18.013373653663553,4.361880220811525,0.39,43.0374431647558,0.40000000000000124,0.9996602285279138,0.0633751949766914,0.00862978563136406,5.0,OC
00KS027005,28.412552387776415,2.56,0.56,40.062008212721416,0.6250000000538296,0.9966551543280124,0.0919238815542511,0.005467132548712651,4.0,Ctot
00KS089001,21.340795128520952,2.41,0.27,36.78292657277818,0.4300000000000046,0.9794666957919207,0.2565151067676132,0.06630511463845583,6.0,Ctot
00KS089002,45.275350624616046,2.3072652781383924,0.22,85.38410846882648,0.3500000000929798,0.8951151416920633,0.6027917509684553,0.02013710812937051,7.0,Ctot
00KS089003,33.32327463026811,2.96,0.74,29.994072379194552,1.2033333333334901,0.826995962366206,0.6960363975157238,0.07442306816431396,5.0,Ctot
00KS157001,324.04252909583863,1.7583762970499532,0.71,181.26124643748642,1.173655107107995,0.11963531082097913,1.336802411423973,0.146028128647005,6.0,Ctot
00KS157002,28.612846285686402,1.91,1.0,17.324551015909016,1.0425,0.9926218426432759,0.06689544080129832,0.0008271333455500171,5.0,Ctot
00KS177011,86.88091890309082,0.8197130181295926,0.12,142.60447140280573,0.17034713431640444,0.9571191447967691,0.12370632428839046,0.06699674477946703,6.0,Ctot
00KS177012,47.92352862934258,1.290000009649038,0.19,28.280391466247423,0.7149999972629724,0.1290996211998575,1.3391415160467546,0.6401875246367884,6.0,Ctot
00KS177014,45.66228154738009,1.299514933245256,0.09,112.75231837703697,0.11000000001418299,0.9786024572401382,0.1546871225998965,0.2391187653617204,5.0,Ctot
00KS177016,50.47078544719518,1.6388982299020278,0.22,95.92080142695475,0.24500000002078337,0.9759205019382704,0.2031777497862743,-0.03271600461300174,7.0,Ctot
00KS177060,49.4259807098517,0.6318351964392014,0.11,86.40394057676355,0.11000000017514552,0.9526448643636144,0.0978347493899986,-0.03359393040818074,5.0,Ctot
00P0075,19.620928601503575,2.27,0.59,21.36655005861393,0.7640000000840729,0.9450386259656491,0.33154185256163365,0.028976031574594014,6.0,Ctot
00P0077,-122.84416576312533,4.507424800584554,2.77,-42.275510617570575,3.1949985972998327,,1.315085548555559,0.015422938496234367,10.0,Ctot
00P0078,77.39930606713489,4.060243313770692,1.34,74.9999992612004,1.5407078831323373,0.9698050394605711,0.4672567034741906,0.0116722378344541,8.0,Ctot
00P0079,364.2270043938766,0.9458279455710232,0.39,-4.649573085845473,0.9579793937776685,,1.49169702159861,0.3027061735790319,10.0,Ctot
00P0081,223.92078534633524,1.3013363530188333,0.96,43.000000202089325,1.073967252060763,0.3307268235659848,0.39625784384344315,0.012055277384502017,9.0,Ctot
00P0082,-413.17371778269546,2.0092313428780364,1.06,-38.22963962113557,1.8316650894245181,1.1756107012500176e-31,1.1216802872015352,0.04319849008330496,12.0,Ctot
00P0100,12.827172800818925,4.65,0.18,40.358199612239545,0.20000000000710735,0.9999415998715198,0.02828427124746191,0.005050505068454548,4.0,Ctot
00P0111,63.43086433025601,0.8,0.42,16.991642222895965,0.612001761006687,0.11193311375728406,0.4834045924642274,0.0901034903835521,6.0,Ctot
00P0113,64.87993891453105,0.82,0.42,27.908606487249717,0.5333333346098261,0.6995838062807413,0.1626857912254991,0.024160851485442884,4.0,Ctot
00P0246,33.883778010139046,0.3974540079497612,0.0,93.09278668729291,0.048895298372024866,0.4286418825789371,0.38116458785694307,1.2208342538288615,6.0,Ctot
00P0464,122.81039087868453,2.5495355739559864,0.96,63.46332758828697,1.5326474851326186,0.28773156810462824,1.2868327558162531,0.16875385851967317,3.0,Ctot
00P0541,13.343534697725785,1.2873617188158473,0.12,29.992200734618663,0.13600000000203225,0.9889891298305772,0.11319070704437595,-0.009098508437835481,8.0,Ctot
00P0542,24.83996405840272,2.1616762531015548,0.18,57.138851861367314,0.2166666667607537,0.9721164950715864,0.3036014541593337,0.11908695046119326,6.0,Ctot
00P0543,12.996491652082556,1.37,0.18,18.30472004925469,0.33500000000000013,0.9523697069883194,0.20904544960366872,0.08769291232722103,6.0,Ctot
